50.0															
0.0	0.0														
0.0	0.0														
0.0	0.0														
1.00E-05	19.46408	774.8804	0	0											
1.06E-05	18.89055	751.7444	0	0											
1.13E-05	18.36571	730.5642	0	0											
1.19E-05	17.88307	711.079	0	0											
1.25E-05	17.43728	693.0741	0	0											
1.38E-05	16.63917	660.8202	0	0											
1.50E-05	15.9436	632.6872	0	0											
1.63E-05	15.33041	607.8662	0	0											
1.75E-05	14.78459	585.7545	0	0											
1.88E-05	14.2947	565.8926	0	0											
2.00E-05	13.85185	547.9232	0	0											
2.19E-05	13.26076	523.9147	0	0											
2.38E-05	12.74176	502.8088	0	0											
2.56E-05	12.28137	484.0639	0	0											
2.75E-05	11.86941	467.2704	0	0											
2.94E-05	11.498	452.1116	0	0											
3.13E-05	11.16095	438.3385	0	0											
3.31E-05	10.8533	425.752	0	0											
3.50E-05	10.57106	414.1909	0	0											
3.88E-05	10.07023	393.6396	0	0											
4.25E-05	9.638286	375.8721	0	0											
4.63E-05	9.260904	360.312	0	0											
5.00E-05	8.927614	346.537	0	0											
5.31E-05	8.677821	336.1902	0	0											
5.63E-05	8.449597	326.7182	0	0											
5.94E-05	8.240053	318.0041	0	0											
6.25E-05	8.04681	309.9521	0	0											
6.88E-05	7.701645	295.5277	0	0											
7.50E-05	7.401763	282.9462	0	0											
8.13E-05	7.13822	271.8459	0	0											
8.75E-05	6.904361	261.9573	0	0											
9.38E-05	6.695114	253.0748	0	0											
1.00E-04	6.506537	245.0386	0	0											
1.06E-04	6.335517	237.7224	0	0											
1.13E-04	6.179557	231.0246	0	0											
1.19E-04	6.036628	224.8628	0	0											
1.25E-04	5.905062	219.1692	0	0											
1.38E-04	5.670706	208.9696	0	0											
1.50E-04	5.467837	200.0732	0	0											
1.63E-04	5.290197	192.2241	0	0											
1.75E-04	5.133127	185.2318	0	0											
1.88E-04	4.993085	178.9509	0	0											
2.00E-04	4.867318	173.2684	0	0											
2.19E-04	4.700806	165.6763	0	0											
2.38E-04	4.556012	159.002	0	0											
2.56E-04	4.428797	153.0744	0	0											
2.75E-04	4.316037	147.7638	0	0											
2.94E-04	4.215324	142.9702	0	0											
3.13E-04	4.12477	138.6147	0	0											
3.31E-04	4.042871	134.6345	0	0											
3.50E-04	3.968414	130.9786	0	0											
3.88E-04	3.838022	124.4797	0	0											
4.25E-04	3.727518	118.8612	0	0											
4.63E-04	3.632614	113.9406	0	0											
5.00E-04	3.55019	109.5846	0	0											
5.31E-04	3.48934	106.3127	0	0											
5.63E-04	3.434482	103.3173	0	0											
5.94E-04	3.38477	100.5617	0	0											
6.25E-04	3.339512	98.01545	0	0											
6.88E-04	3.260162	93.45408	0	0											
7.50E-04	3.192879	89.47549	0	0											
8.13E-04	3.135118	85.96529	0	0											
8.75E-04	3.085005	82.83824	0	0											
9.38E-04	3.041127	80.02936	0	0											
0.001	3.0024	77.48812	0	0											
0.0010625	2.967978	75.17454	0	0											
0.001125	2.937188	73.05654	0	0											
0.0011875	2.909491	71.10804	0	0											
0.00125	2.884449	69.30756	0	0											
0.001375	2.840955	66.08221	0	0											
0.0015	2.804495	63.26894	0	0											
0.001625	2.773509	60.78687	0	0											
0.00175	2.746862	58.57573	0	0											
0.001875	2.723711	56.58956	0	0											
0.002	2.703415	54.79264	0	0											
0.0021875	2.677278	52.39182	0	0											
0.002375	2.655237	50.28124	0	0											
0.0025625	2.636404	48.40677	0	0											
0.00275	2.620129	46.72742	0	0											
0.0029375	2.605926	45.21154	0	0											
0.003125	2.593423	43.83422	0	0											
0.0033125	2.582335	42.57555	0	0											
0.0035	2.572433	41.41942	0	0											
0.003875	2.555502	39.36423	0	0											
0.00425	2.541558	37.58741	0	0											
0.004625	2.529876	36.0313	0	0											
0.005	2.519945	34.65371	0	0											
0.0053125	2.512741	33.61895	0	0											
0.005625	2.506338	32.67165	0	0											
0.0059375	2.500608	31.80015	0	0											
0.00625	2.495452	30.99486	0	0											
0.006875	2.486546	29.55225	0	0											
0.0075	2.479125	28.29396	0	0											
0.008125	2.472846	27.18382	0	0											
0.00875	2.467465	26.19488	0	0											
0.009375	2.462801	25.30661	0	0											
0.01	2.458721	24.50301	0	0											
0.010625	2.455121	23.77143	0	0											
0.01125	2.451921	23.10171	0	0											
0.011875	2.449059	22.48559	0	0											
0.0125	2.446483	21.91627	0	0											
0.01375	2.442034	20.89633	0	0											
0.015	2.438328	20.00657	0	0											
0.01625	2.435193	19.22146	0	0											
0.0175	2.432507	18.52198	0	0											
0.01875	2.430179	17.89367	0	0											
0.02	2.428144	17.32529	0	0											
0.021325	2.426247	16.77836	0	0											
0.02265	2.424573	16.28029	0	0											
0.023975	2.423085	15.82425	0	0											
0.0253	2.421753	15.40462	0	0											
0.02684375	2.420368	14.95553	0	0											
0.0283875	2.419135	14.5436	0	0											
0.031475	2.417033	13.81236	0	0											
0.0345625	2.415309	13.18094	0	0											
0.03765	2.41387	12.6285	0	0											
0.0407375	2.412652	12.13994	0	0											
0.043825	2.411607	11.70395	0	0											
0.0469125	2.410702	11.31183	0	0											
0.05	2.40991	10.95676	0	0											
0.053125	2.409204	10.62957	0	0											
0.05625	2.408578	10.33023	0	0											
0.059375	2.40802	10.05501	0	0											
0.0625	2.407519	9.800758	0	0											
0.06875	2.406657	9.345094	0	0											
0.075	2.405944	8.947134	0	0											
0.08125	2.405345	8.595705	0	0											
0.0875	2.404836	8.282569	0	0											
0.09375	2.404399	8.001328	0	0											
0.1	2.40402	7.746948	0	0											
0.10625	2.403689	7.515471	0	0											
0.1125	2.403398	7.30376	0	0											
0.11875	2.40314	7.109239	0	0											
0.125	2.402912	6.929651	0	0											
0.1375	2.402525	6.607649	0	0											
0.15	2.402212	6.32608	0	0											
0.1625	2.401957	6.077449	0	0											
0.175	2.401746	5.856027	0	0											
0.1875	2.401572	5.657367	0	0											
0.2	2.401426	5.477924	0	0											
0.21875	2.401252	5.23803	0	0											
0.2375	2.401119	5.026675	0	0											
0.25625	2.401018	4.838898	0	0											
0.275	2.400943	4.6707	0	0											
0.29375	2.400888	4.518903	0	0											
0.3125	2.400851	4.381031	0	0											
0.33125	2.400828	4.255278	0	0											
0.35	2.400817	4.14027	0	0											
0.3875	2.400824	3.935249	0	0											
0.425	2.40086	3.757108	0	0											
0.4625	2.400928	3.6105395	0	0											
0.5	2.400996	3.463971	0	0											
0.5625	2.401167	3.280869	0	0											
0.625	2.401338	3.097767	0	0											
0.6875	2.4015495	2.9623235	0	0											
0.75	2.401761	2.82688	0	0											
0.8125	2.4019955	2.7220785	0	0											
0.875	2.40223	2.617277	0	0											
1	2.402729	2.448306	0	0											
1.125	2.4032535	2.3184175	0	0											
1.25	2.403778	2.188529	0	0											
1.375	2.4043235	2.092706	0	0											
1.5	2.404869	1.996883	0	0											
1.625	2.4054255	1.922636	0	0											
1.75	2.405982	1.848389	0	0											
2	2.407109	1.728522	0	0											
2.1875	2.407963	1.656953	0	0											
2.375	2.408817	1.585384	0	0											
2.75	2.410537	1.472784	0	0											
3.125	2.412264	1.380753	0	0											
3.5	2.413997	1.30394	0	0											
3.875	2.415734	1.2429805	0	0											
4.25	2.417471	1.182021	0	0											
4.625	2.419211	1.1353815	0	0											
5	2.420951	1.088742	0	0											
5.625	2.4238525	1.0304885	0	0											
6.25	2.426754	0.972235	0	0											
6.875	2.4296555	0.92914125	0	0											
7.5	2.432557	0.8860475	0	0											
8.125	2.435456	0.8525587	0	0											
8.75	2.438355	0.8190699	0	0											
10	2.444146	0.765018	0	0											
11.25	2.449927	0.72354365	0	0											
12.5	2.455708	0.6820693	0	0											
13.75	2.461473	0.6513875	0	0											
15	2.467238	0.6207057	0	0											
16.25	2.472986	0.5968289	0	0											
17.5	2.478734	0.5729521	0	0											
20	2.490197	0.5343638	0	0											
21.875	2.498763	0.51128815	0	0											
23.75	2.507329	0.4882125	0	0											
27.5	2.524386	0.4517773	0	0											
31.25	2.541369	0.4220058	0	0											
35	2.558279	0.3971033	0	0											
38.75	2.5750835	0.37729	0	0											
42.5	2.591888	0.3574767	0	0											
46.25	2.608554	0.342266	0	0											
50	2.62522	0.3270553	0	0											
56.25	2.652795	0.3064592	0	0											
62.5	2.680194	0.2889985	0	0											
68.75	2.707338	0.27491925	0	0											
75	2.734482	0.26084	0	0											
81.25	2.7613055	0.2498985	0	0											
87.5	2.788129	0.238957	0	0											
100	2.84118	0.2213381	0	0											
112.5	2.893676	0.2067701	0	0											
125	2.945656	0.1944895	0	0											
137.5	2.9969325	0.18466775	0	0											
150	3.048209	0.174846	0	0											
