90.0				
0.0	0.0			
0.0	0.0			
0.0	0.0			
1.00E-05	33.44386	0.5018016	0	0
1.06E-05	32.46865	0.4868191	0	0
1.13E-05	31.57655	0.4731031	0	0
1.19E-05	30.75643	0.4604848	0	0
1.25E-05	29.99916	0.448825	0	0
1.38E-05	28.64404	0.4279379	0	0
1.50E-05	27.46377	0.4097193	0	0
1.63E-05	26.42396	0.3936456	0	0
1.75E-05	25.49899	0.3793264	0	0
1.88E-05	24.66932	0.3664641	0	0
2.00E-05	23.91979	0.3548273	0	0
2.19E-05	22.92016	0.3392798	0	0
2.38E-05	22.04326	0.3256119	0	0
2.56E-05	21.26614	0.3134729	0	0
2.75E-05	20.57142	0.3025977	0	0
2.94E-05	19.94566	0.2927811	0	0
3.13E-05	19.37833	0.2838618	0	0
3.31E-05	18.86097	0.275711	0	0
3.50E-05	18.38678	0.2682242	0	0
3.88E-05	17.54649	0.2549154	0	0
4.25E-05	16.82311	0.2434095	0	0
4.63E-05	16.19227	0.233333	0	0
5.00E-05	15.63615	0.2244124	0	0
5.31E-05	15.22005	0.217712	0	0
5.63E-05	14.84045	0.2115781	0	0
5.94E-05	14.49244	0.205935	0	0
6.25E-05	14.17199	0.2007206	0	0
6.88E-05	13.60085	0.1913795	0	0
7.50E-05	13.10611	0.183232	0	0
8.13E-05	12.67258	0.1760436	0	0
8.75E-05	12.28899	0.1696398	0	0
9.38E-05	11.94675	0.1638876	0	0
1.00E-04	11.63919	0.1586835	0	0
1.06E-04	11.36105	0.1539456	0	0
1.13E-04	11.1081	0.1496082	0	0
1.19E-04	10.87692	0.1456179	0	0
1.25E-04	10.66471	0.1419308	0	0
1.38E-04	10.28819	0.1353257	0	0
1.50E-04	9.963979	0.1295645	0	0
1.63E-04	9.681556	0.1244815	0	0
1.75E-04	9.433106	0.1199534	0	0
1.88E-04	9.21269	0.1158859	0	0
2.00E-04	9.015707	0.1122061	0	0
2.19E-04	8.756445	0.1072895	0	0
2.38E-04	8.532563	0.1029673	0	0
2.56E-04	8.337187	0.09912865	0	0
2.75E-04	8.165138	0.0956896	0	0
2.94E-04	8.012442	0.09258531	0	0
3.13E-04	7.87599	0.08976477	0	0
3.31E-04	7.753311	0.08718724	0	0
3.50E-04	7.642418	0.08481972	0	0
3.88E-04	7.449797	0.08061111	0	0
4.25E-04	7.288252	0.07697261	0	0
4.63E-04	7.150862	0.07378613	0	0
